Orig Hotspot Rank,Nfrag,Min,Ave,Orig,Hotspot Cluster,N_Heavy_Atoms,N_BBone_Atoms,PDB_SASA,Excl_SASA,PDB_HS_SASA,Excl_HS_SASA,Adj_PDB_SASA,Adj_PDB_HS_SASA,Relative_Adj_SASA,MinDist,MaxDist,AvgDist,MidDist,Vol,Excl_Vol,NAdj (Hotspots in Cluster),Sum_GFE,Sum_Min_GFE,Sum_PDB_SASA,Sum_PDB_HS_SASA,Sum_Excl_SASA,Sum_Excl_HS_SASA,Sum_NFrag,Sum_Adj_N_Atoms,Sum_N_BBone_Atoms,Sum_Vol,Sum_Excl_Vol,Mean_GFE,Mean_Min_GFE,Mean_PDB_SASA,Mean_PDB_HS_SASA,Mean_Excl_SASA,Mean_Excl_HS_SASA,Mean_N_Fragments,Mean_N_Heavy_Atoms,Mean_N_BBone_Atoms,Mean_Vol,Mean_Excl_Vol,Min_PDB_SASA,Min_PDB_HS_SASA,Min_Excl_SASA,Min_Excl_HS_SASA,Max_Vol,Max_Excl_Vol,Expt,System,Protein,Decision_fn,Rank
20,6,-3.24,-2.693,-3.04,"{13, 48, 20, 87, 58, 62}",0,0,0,73.378,103.225,240.603,545.137,1353.932,0.403,8.088,11.462,9.835,9.298,102.287,387.688,6,-16.16,-20.11,44.848,605.862,573.46,1355.81,38,6,0,562.301,2319.864,-2.693,-3.352,7.475,100.977,95.577,225.968,6.333,1,0,93.717,386.644,0,11.083,73.378,106.305,110.143,433.2,False,m2,M2 Muscarinic,-0.323,37
91,7,-3.16,-2.594,-2.07,"{91, 43, 47, 15, 93, 59, 29}",0,0,0,111.006,116.912,266.444,674.601,1422.669,0.474,5.562,11.756,8.728,9.06,107.683,384.634,7,-18.16,-21.58,55.413,807.05,538.354,1803.176,41,3,1,722.389,2630.404,-2.594,-3.083,7.916,115.293,76.908,257.597,5.857,0.429,0.143,103.198,375.772,0,59.231,0,90.304,110.88,515.596,False,m2,M2 Muscarinic,-0.335,38
79,5,-3.24,-2.698,-2.29,"{35, 13, 79, 55, 62}",0,0,0,53.093,135.642,324.598,351.944,986.337,0.357,6.317,11.598,8.414,8.07,104.371,435.184,5,-13.49,-16.4,13.791,463.647,462.466,1113.842,31,2,0,504.395,1974.432,-2.698,-3.28,2.758,92.729,92.493,222.768,6.2,0.4,0,100.879,394.886,0,53.058,53.093,106.305,109.73,435.184,False,m2,M2 Muscarinic,-0.342,39
47,5,-2.94,-2.504,-2.69,"{59, 47, 80, 91, 29}",1,0,8.073,49.49,77.255,267.463,511.949,1117.709,0.458,8.409,11.518,9.492,9.19,89.563,389.122,5,-12.52,-15.36,55.413,546.34,298.136,1403.019,29,3,1,513.201,2012.58,-2.504,-3.072,11.083,109.268,59.627,280.604,5.8,0.6,0.2,102.64,402.516,0,59.231,0,90.304,111.784,515.596,False,m2,M2 Muscarinic,-0.367,40
39,4,-3.55,-2.965,-2.81,"{67, 21, 6, 39}",3,0,90.657,29.618,151.178,326.615,243.042,619.347,0.392,4.255,7.058,5.452,5.042,66.587,490.269,4,-11.86,-14.2,136.41,350.888,331.033,990.311,18,4,0,346.039,1633.911,-2.965,-3.55,34.102,87.722,82.758,247.578,4.5,1,0,86.51,408.478,0,39.132,29.618,120.04,96.407,490.269,False,m2,M2 Muscarinic,-0.377,41
93,6,-3.11,-2.492,-2.02,"{43, 18, 93, 90, 91, 29}",0,0,0,91.847,166.9,284.216,549.777,1150.45,0.478,5.571,11.756,7.574,6.481,102.954,407.421,6,-14.95,-18.54,57.957,716.928,531.327,1330.117,36,2,0,625.439,2005.364,-2.492,-3.09,9.659,119.488,88.555,221.686,6,0.333,0,104.24,334.227,0,59.231,60.469,90.304,109.314,407.421,False,m2,M2 Muscarinic,-0.41,42
34,6,-3.53,-2.832,-2.89,"{34, 7, 40, 76, 14, 83}",0,0,0,53.831,150.956,308.979,447.944,1083.508,0.413,5.076,10.397,7.961,7.6,110.613,483.764,6,-16.99,-20.19,29.706,557.921,582.126,1423.119,30,2,1,589.204,2270.788,-2.832,-3.365,4.951,92.987,97.021,237.186,5,0.333,0.167,98.201,378.465,0,44.265,53.831,106.78,110.613,483.764,False,m2,M2 Muscarinic,-0.44,43
43,7,-3.11,-2.584,-2.74,"{59, 43, 18, 50, 93, 91, 29}",0,0,0,101.661,132.276,272.4,714.865,1348.227,0.53,5.571,11.501,8.336,9.06,107.138,354.203,7,-18.09,-21.48,105.297,875.598,519.52,1820.305,43,4,1,727.485,2650.532,-2.584,-3.069,15.042,125.085,74.217,260.044,6.143,0.571,0.143,103.926,378.647,0,59.231,0,90.304,112.207,515.596,False,m2,M2 Muscarinic,-0.452,44
7,5,-3.53,-3.168,-3.53,"{34, 7, 12, 14, 26}",0,0,0,151.256,111.121,215.95,446.531,1085.35,0.411,7.835,9.153,8.677,9.036,109.266,265.306,5,-15.84,-17.65,0,500.435,487.589,992.093,27,0,0,528.344,1825.447,-3.168,-3.53,0,100.087,97.518,198.419,5.4,0,0,105.669,365.089,0,56.692,53.831,106.78,112.6,483.764,False,m2,M2 Muscarinic,-0.481,45
84,4,-3,-2.48,-2.23,"{24, 64, 84, 85}",0,0,0,120.199,131.297,347.862,295.57,942.313,0.314,8.428,11.5,9.881,9.716,110.556,444.253,4,-9.92,-12.78,70.093,297.375,326.485,976.245,19,6,4,360.872,1603.438,-2.48,-3.195,17.523,74.344,81.621,244.061,4.75,1.5,1,90.218,400.859,0,50.283,50.552,145.99,110.556,444.253,False,m2,M2 Muscarinic,-0.5,46
69,5,-3.24,-2.612,-2.46,"{69, 44, 13, 86, 62}",0,0,0,78.009,123.229,329.949,401.763,998.424,0.402,7.399,11.544,8.772,8.251,110.734,439.797,5,-13.06,-16.08,103.315,519.631,363.826,1314.161,29,3,0,497.471,2093.865,-2.612,-3.216,20.663,103.926,72.765,262.832,5.8,0.6,0,99.494,418.773,0,53.058,0,106.305,110.734,522.521,False,m2,M2 Muscarinic,-0.514,47
24,5,-3.16,-2.576,-3,"{16, 80, 84, 85, 24}",1,0,43.14,50.552,62.346,269.761,483.278,1082.036,0.447,5.421,9.716,7.921,8.486,86.999,438.78,5,-12.88,-15.48,43.14,497.738,356.974,1462.826,20,1,0,516.281,2137.859,-2.576,-3.096,8.628,99.548,71.395,292.565,4,0.2,0,103.256,427.572,0,50.283,50.552,212.632,111.784,452.175,False,m2,M2 Muscarinic,-0.537,48
57,5,-2.85,-2.436,-2.57,"{36, 88, 57, 58, 92}",0,0,0,75.773,168.77,362.352,484.945,1041.144,0.466,6.584,11.806,8.845,8.636,110.333,444.783,5,-12.18,-16.75,76.032,531.646,312.933,1409.978,34,10,3,428.737,2245.451,-2.436,-3.35,15.206,106.329,62.587,281.996,6.8,2,0.6,85.747,449.09,0,11.083,0,173.796,113.097,522.059,False,m2,M2 Muscarinic,-0.551,49
30,5,-2.94,-2.566,-2.94,"{36, 74, 52, 30, 94}",0,0,0,38.355,154.207,269.158,498.63,974.824,0.512,4.984,9.221,7.079,8.444,112.056,478.411,5,-12.83,-16.4,13.616,656.168,204.208,1257.472,30,2,0,536.155,2244.394,-2.566,-3.28,2.723,131.234,40.842,251.494,6,0.4,0,107.231,448.879,0,51.332,0,118.118,113.097,502.054,False,m2,M2 Muscarinic,-0.554,50
5,6,-3.62,-2.682,-3.62,"{64, 65, 68, 5, 38, 82}",1,0,28.789,101.243,105.856,289.073,565.081,1238.809,0.456,5.537,11.103,9.038,9.612,96.978,388.804,6,-16.09,-21.72,110.943,689.264,440.112,1957.774,33,7,4,583.483,2597.235,-2.682,-3.62,18.491,114.877,73.352,326.296,5.5,1.167,0.667,97.247,432.872,0,53.449,29.202,145.99,113.092,504.828,False,m2,M2 Muscarinic,-0.61,51
59,6,-3.16,-2.69,-2.54,"{59, 43, 47, 15, 91, 29}",2,1,47.34,0,142.849,401.198,559.231,1282.184,0.436,6.122,11.501,9.553,9.912,94.857,515.596,6,-16.14,-18.47,55.413,640.15,446.507,1518.96,35,3,1,619.435,2222.983,-2.69,-3.078,9.236,106.692,74.418,253.16,5.833,0.5,0.167,103.239,370.497,0,59.231,0,90.304,110.88,515.596,False,m2,M2 Muscarinic,-0.614,52
87,3,-3.04,-2.583,-2.16,"{58, 20, 87}",0,0,0,100.255,141.37,294.45,255.677,710.702,0.36,8.088,10.748,9.418,10.748,102.292,401.616,3,-7.75,-10.05,44.848,255.678,305.568,708.849,17,6,0,239.569,1153.453,-2.583,-3.35,14.949,85.226,101.856,236.283,5.667,2,0,79.856,384.484,0,11.083,73.378,173.796,102.292,401.616,False,m2,M2 Muscarinic,-0.644,53
74,6,-2.94,-2.507,-2.38,"{36, 70, 71, 74, 30, 94}",0,0,0,0,117.928,311.854,578.303,1227.932,0.471,8.855,11.812,10.033,9.698,112.618,502.054,6,-15.04,-19.09,34.409,726.018,256.528,1648.474,37,3,0,611.641,2740.18,-2.507,-3.182,5.735,121.003,42.755,274.746,6.167,0.5,0,101.94,456.697,0,51.332,0,118.118,113.097,502.537,False,m2,M2 Muscarinic,-0.649,54
38,6,-3.62,-2.738,-2.81,"{68, 5, 38, 44, 82, 56}",0,0,0,29.202,83.937,370.443,527.138,1210.291,0.436,6.341,11.616,9.07,8.89,108.795,481.816,6,-16.43,-20.53,83.99,660.925,405.207,1862.774,33,2,0,615.828,2602.593,-2.738,-3.422,13.998,110.154,67.534,310.462,5.5,0.333,0,102.638,433.765,0,61.268,26.303,152.587,109.317,504.828,False,m2,M2 Muscarinic,-0.704,55
9,5,-3.44,-2.98,-3.44,"{9, 45, 46, 19, 25}",0,0,0,103.978,80.525,189.026,582.002,1171.854,0.497,7.264,10.606,9.263,10.439,96.469,313.837,5,-14.9,-17.61,0,605.788,403.791,1145.331,25,0,0,537.543,1816.005,-2.98,-3.522,0,121.158,80.758,229.066,5,0,0,107.509,363.201,0,80.525,54.289,189.026,112.95,426.787,False,m2,M2 Muscarinic,-0.712,56
15,3,-3.16,-2.59,-3.16,"{91, 59, 15}",0,0,0,123.881,111.627,221.151,290.468,564.757,0.514,5.562,9.912,7.737,9.912,110.88,308.375,3,-7.77,-9.48,47.34,371.388,234.887,888.793,16,2,1,313.42,1208.605,-2.59,-3.16,15.78,123.796,78.296,296.264,5.333,0.667,0.333,104.473,402.868,0,111.627,0,221.151,110.88,515.596,False,m2,M2 Muscarinic,-0.772,57
26,6,-3.53,-2.83,-2.96,"{7, 72, 12, 48, 89, 26}",0,0,0,61.229,111.625,204.695,624.457,1243.224,0.502,6.874,11.319,9.105,9.036,112.6,406.857,6,-16.98,-19.55,0,766.862,615.281,1466.889,26,0,0,651.665,2214.24,-2.83,-3.258,0,127.81,102.547,244.481,4.333,0,0,108.611,369.04,0,70.041,61.229,155.689,113.096,419.8,False,m2,M2 Muscarinic,-0.786,58
25,6,-3.85,-3.09,-2.97,"{2, 9, 45, 49, 25, 31}",0,0,0,54.289,106.731,197.61,647.046,1391.121,0.465,7.264,11.242,9.708,9.999,108.28,425.75,6,-18.54,-21.4,25.985,683.908,490.083,1477.673,29,1,0,635.812,2349.324,-3.09,-3.567,4.331,113.985,81.68,246.279,4.833,0.167,0,105.969,391.554,0,80.525,43.621,189.026,112.225,432.234,False,m2,M2 Muscarinic,-0.811,59
17,3,-3.11,-2.913,-3.11,"{32, 17, 42}",0,0,0,67.329,144.766,263.004,312.545,663.875,0.471,6.38,10.11,8.245,10.11,108.019,398.849,3,-8.74,-10.01,0,342.363,227.517,630.499,12,0,0,323.574,1101.47,-2.913,-3.337,0,114.121,75.839,210.166,4,0,0,107.858,367.157,0,80.096,45.918,135.412,109.524,409.118,False,m2,M2 Muscarinic,-0.817,60
18,5,-3.11,-2.566,-3.11,"{33, 43, 18, 90, 93}",2,0,57.957,84.459,133.458,250.825,512.705,933.448,0.549,5.668,11.342,8.019,9.27,93.332,340.364,5,-12.83,-15.55,99.069,674.378,441.292,1326.761,26,3,0,493.343,1778.657,-2.566,-3.11,19.814,134.876,88.258,265.352,5.2,0.6,0,98.669,355.731,0,108.151,81.44,165.928,107.138,428.98,False,m2,M2 Muscarinic,-0.869,61
2,4,-3.85,-3.087,-3.85,"{25, 2, 54, 31}",1,0,25.985,109.591,87.786,244.056,438.231,973.14,0.45,9.248,11.242,9.982,9.456,99.34,414.088,4,-12.35,-15.4,25.985,438.231,220.144,1056.207,21,1,0,416.723,1740.146,-3.087,-3.85,6.496,109.558,55.036,264.052,5.25,0.25,0,104.181,435.036,0,87.786,12.643,197.61,108.28,468.074,False,m2,M2 Muscarinic,-0.872,62
68,5,-3.62,-2.744,-2.46,"{68, 5, 38, 82, 56}",0,0,0,109.857,129.699,322.621,465.87,967.006,0.482,4.502,11.103,7.101,6.459,106.439,410.641,5,-13.72,-17.29,83.99,599.657,296.466,1710.187,28,2,0,515.139,2242.299,-2.744,-3.458,16.798,119.931,59.293,342.037,5.6,0.4,0,103.028,448.46,0,83.937,26.303,289.073,109.317,504.828,False,m2,M2 Muscarinic,-0.899,63
45,4,-3.44,-3.03,-2.7,"{9, 45, 22, 25}",0,0,0,94.435,128.083,232.186,395.6,929.521,0.426,10.439,10.825,10.604,10.547,112.225,343.599,4,-12.12,-13.74,0,418.91,366.27,825.361,19,0,0,429.256,1409.737,-3.03,-3.435,0,104.727,91.567,206.34,4.75,0,0,107.314,352.434,0,80.525,54.289,189.026,112.282,425.75,False,m2,M2 Muscarinic,-0.935,64
46,6,-3.44,-2.782,-2.69,"{9, 46, 81, 50, 19, 61}",0,0,0,86.954,127.101,209.319,731.618,1407.253,0.52,7.927,11.933,10.192,10.606,107.619,306.032,6,-16.69,-19,0,772.107,492.869,1474.669,26,0,0,647.371,2150.527,-2.782,-3.167,0,128.684,82.145,245.778,4.333,0,0,107.895,358.421,0,80.525,64.135,189.026,112.95,426.787,False,m2,M2 Muscarinic,-0.937,65
16,3,-3.16,-2.813,-3.16,"{24, 16, 80}",0,0,0,56.255,103.719,254.961,303.504,626.293,0.485,5.421,10.947,8.184,10.947,108.194,410.903,3,-8.44,-9.48,43.14,316.158,183.978,902.332,12,1,0,306.977,1301.858,-2.813,-3.16,14.38,105.386,61.326,300.777,4,0.333,0,102.326,433.953,0,62.346,50.552,254.961,111.784,452.175,False,m2,M2 Muscarinic,-0.952,66
83,4,-3.2,-2.805,-2.24,"{33, 34, 83, 14}",0,0,0,59.484,117.682,373.24,397.237,832.115,0.477,7.6,10.895,9.021,8.567,107.231,457.359,4,-11.22,-13.37,41.112,458.923,292.152,1142.391,20,1,0,404.822,1711.793,-2.805,-3.342,10.278,114.731,73.038,285.598,5,0.25,0,101.206,427.948,0,56.692,53.831,106.78,110.613,483.764,False,m2,M2 Muscarinic,-0.969,67
61,3,-2.69,-2.627,-2.52,"{50, 61, 46}",0,0,0,71.505,144.259,227.974,355.319,678.351,0.524,7.818,7.927,7.872,7.927,109.774,363.185,3,-7.88,-9.02,0,395.332,228.537,692.211,14,0,0,329.6,1046.478,-2.627,-3.007,0,131.777,76.179,230.737,4.667,0,0,109.867,348.826,0,123.972,70.078,209.319,112.207,377.261,False,m2,M2 Muscarinic,-0.977,68
66,2,-2.94,-2.705,-2.47,"{66, 28}",0,0,0,85.763,123.991,314.468,183.644,486.57,0.377,11.267,11.267,11.267,11.267,102.042,409.589,2,-5.41,-5.94,28.099,183.644,137.233,490.884,8,2,0,192.984,755.284,-2.705,-2.97,14.05,91.822,68.617,245.442,4,1,0,96.492,377.642,0,59.653,51.47,176.416,102.042,409.589,False,m2,M2 Muscarinic,-0.979,69
89,2,-2.96,-2.545,-2.13,"{89, 26}",0,0,0,84.375,140.224,286.94,214.428,432.471,0.496,6.874,6.874,6.874,6.874,112.772,399.289,2,-5.09,-6.49,0,251.849,145.604,491.635,8,0,0,225.372,806.146,-2.545,-3.245,0,125.924,72.802,245.817,4,0,0,112.686,403.073,0,111.625,61.229,204.695,112.772,406.857,False,m2,M2 Muscarinic,-1.002,70
22,4,-3.01,-2.768,-3.01,"{45, 60, 37, 22}",0,0,0,113.568,103.571,206.539,497.829,928.149,0.536,7.98,10.547,8.857,8.044,112.282,326.551,4,-11.07,-12.47,86.373,515.332,356.683,1048.119,15,2,0,429.497,1537.036,-2.768,-3.117,21.593,128.833,89.171,262.03,3.75,0.5,0,107.374,384.259,0,103.571,63.459,206.539,112.679,439.418,False,m2,M2 Muscarinic,-1.033,71
48,5,-3.04,-2.718,-2.68,"{72, 48, 20, 26, 62}",0,0,0,90.816,154.859,273.186,587.048,1078.834,0.544,4.334,10.341,8.488,9.977,110.143,395.158,5,-13.59,-16.28,0,690.968,405.22,1316.383,30,0,0,546.881,2042.703,-2.718,-3.256,0,138.194,81.044,263.277,6,0,0,109.376,408.541,0,103.225,61.229,204.695,113.096,433.2,False,m2,M2 Muscarinic,-1.056,72
65,4,-3.62,-2.705,-2.47,"{64, 65, 82, 5}",0,0,0,67.012,178.667,408.38,418.589,883.993,0.474,5.537,10.813,8.663,9.639,113.092,482.489,4,-10.82,-14.48,110.943,475.628,301.053,1264.71,22,7,4,368.249,1704.778,-2.705,-3.62,27.736,118.907,75.263,316.178,5.5,1.75,1,92.062,426.194,0,53.449,29.861,145.99,113.092,504.828,False,m2,M2 Muscarinic,-1.101,73
31,6,-3.85,-2.912,-2.9,"{2, 73, 49, 52, 25, 31}",0,0,0,43.621,120.77,284.308,717.403,1308.436,0.548,6.655,10.543,8.699,9.209,108.224,432.234,6,-17.47,-20.36,25.985,810.481,410.579,1713.108,28,1,0,652.998,2577.017,-2.912,-3.393,4.331,135.08,68.43,285.518,4.667,0.167,0,108.833,429.503,0,87.786,43.621,197.61,113.097,446.687,False,m2,M2 Muscarinic,-1.119,74
56,5,-2.81,-2.452,-2.58,"{68, 38, 82, 86, 56}",0,0,0,26.303,142.509,306.783,499.823,967.006,0.517,4.502,10.8,8.636,10.354,109.317,456.21,5,-12.26,-16.25,158.516,633.61,195.223,1878.964,25,4,0,491.62,2376.016,-2.452,-3.25,31.703,126.722,39.045,375.793,5,0.8,0,98.324,475.203,0,83.937,0,306.783,109.317,522.521,False,m2,M2 Muscarinic,-1.129,75
77,4,-2.63,-2.45,-2.3,"{70, 77, 54, 71}",0,0,0,96.613,116.825,368.31,473.644,948.037,0.5,7.859,10.916,9.277,9.057,102.756,438.931,4,-9.8,-12.11,20.793,476.591,211.309,1396.262,20,1,0,391.904,1849.478,-2.45,-3.027,5.198,119.148,52.827,349.065,5,0.25,0,97.976,462.37,0,77.813,12.643,286.953,108.393,502.537,False,m2,M2 Muscarinic,-1.132,76
80,4,-3.16,-2.782,-2.28,"{16, 24, 80, 47}",0,0,0,77.171,150.093,377.61,377.133,858.383,0.439,8.409,10.947,9.281,8.486,111.784,452.175,4,-11.13,-12.42,51.213,393.413,233.468,1169.795,17,2,0,396.54,1690.98,-2.782,-3.105,12.803,98.353,58.367,292.449,4.25,0.5,0,99.135,422.745,0,62.346,49.49,254.961,111.784,452.175,False,m2,M2 Muscarinic,-1.139,77
50,5,-2.89,-2.702,-2.67,"{33, 43, 46, 50, 61}",0,0,0,70.078,123.972,254.918,618.731,1144.248,0.541,7.818,11.063,9.342,10.456,112.207,377.261,5,-13.51,-15.24,41.112,661.201,411.638,1318.003,25,1,0,521.639,1829.661,-2.702,-3.048,8.222,132.24,82.328,263.601,5,0.2,0,104.328,365.932,0,123.972,70.078,209.319,112.207,428.98,False,m2,M2 Muscarinic,-1.144,78
32,4,-3.11,-2.838,-2.89,"{32, 17, 51, 49}",0,0,0,114.27,117.501,232.083,539.778,905.677,0.596,6.38,10.847,8.665,8.769,109.524,293.503,4,-11.35,-12.08,0,569.628,360.754,1087.325,14,0,0,441.155,1507.939,-2.837,-3.02,0,142.407,90.188,271.831,3.5,0,0,110.289,376.985,0,117.501,67.329,232.083,112.338,419.816,False,m2,M2 Muscarinic,-1.185,79
49,4,-2.97,-2.86,-2.68,"{32, 25, 49, 31}",0,0,0,84.169,160.013,330.487,491.432,946.687,0.519,7.841,9.999,8.87,8.769,111.274,419.816,4,-11.44,-13.78,0,505.015,296.349,1044.488,20,0,0,437.302,1571.303,-2.86,-3.445,0,126.254,74.087,261.122,5,0,0,109.325,392.826,0,106.731,43.621,197.61,111.274,432.234,False,m2,M2 Muscarinic,-1.211,80
72,4,-2.96,-2.638,-2.42,"{48, 26, 72, 62}",0,0,0,103.729,178.992,330.429,483.823,835.549,0.579,4.334,11.129,7.927,8.32,113.096,419.8,4,-10.55,-13.04,0,587.743,331.842,1075.78,24,0,0,444.594,1655.015,-2.638,-3.26,0,146.936,82.96,268.945,6,0,0,111.148,413.754,0,111.625,61.229,204.695,113.096,433.2,False,m2,M2 Muscarinic,-1.215,81
60,4,-3.01,-2.76,-2.53,"{51, 60, 37, 22}",2,0,86.373,63.459,108.138,251.176,516.629,927.684,0.557,8.044,9.862,8.897,8.783,92.311,427.468,4,-11.04,-11.92,86.373,534.597,357.234,1077.684,14,2,0,429.61,1589.208,-2.76,-2.98,21.593,133.649,89.308,269.421,3.5,0.5,0,107.402,397.302,0,103.571,63.459,206.539,112.679,439.418,False,m2,M2 Muscarinic,-1.257,82
19,4,-3.44,-2.875,-3.1,"{81, 9, 19, 46}",0,0,0,64.135,163.348,317.19,503.4,972.188,0.518,8.743,11.933,10.434,10.628,112.95,426.787,4,-11.5,-13.42,0,503.876,351.286,991.777,18,0,0,425.39,1410.081,-2.875,-3.355,0,125.969,87.822,247.944,4.5,0,0,106.347,352.52,0,80.525,64.135,189.026,112.95,426.787,False,m2,M2 Muscarinic,-1.318,83
51,3,-2.89,-2.697,-2.67,"{32, 51, 60}",0,0,0,94.986,147.348,261.751,372.523,729.39,0.511,8.783,10.847,9.815,10.847,112.338,395.771,3,-8.09,-9.01,86.373,372.987,272.715,745.01,11,2,0,314.173,1116.742,-2.697,-3.003,28.791,124.329,90.905,248.337,3.667,0.667,0,104.724,372.247,0,108.138,63.459,232.083,112.338,427.468,False,m2,M2 Muscarinic,-1.373,84
52,4,-2.94,-2.728,-2.66,"{73, 52, 30, 31}",0,0,0,49.733,166.972,306.717,520.809,837.013,0.622,6.483,8.444,7.194,6.655,112.783,446.687,4,-10.91,-12.63,0,610.158,200.885,1210.113,19,0,0,446.16,1795.774,-2.728,-3.157,0,152.54,50.221,302.528,4.75,0,0,111.54,448.943,0,120.77,38.355,269.158,113.097,478.411,False,m2,M2 Muscarinic,-1.376,85
82,6,-3.62,-2.698,-2.25,"{65, 68, 5, 38, 82, 56}",1,0,55.201,29.861,137.656,421.267,587.498,1121.144,0.524,6.459,10.813,9.37,9.89,93.61,504.828,6,-16.19,-20.91,83.99,778.324,363.478,2118.567,32,2,0,628.231,2724.788,-2.698,-3.485,13.998,129.721,60.58,353.094,5.333,0.333,0,104.705,454.131,0,83.937,26.303,289.073,113.092,504.828,False,m2,M2 Muscarinic,-1.418,86
81,3,-3.1,-2.687,-2.27,"{81, 19, 46}",0,0,0,96.219,132.902,276.242,423.351,729.855,0.58,9.434,10.628,10.031,10.628,108.352,363.425,3,-8.06,-9.98,0,423.351,247.308,802.751,13,0,0,328.921,1096.244,-2.687,-3.327,0,141.117,82.436,267.584,4.333,0,0,109.64,365.415,0,127.101,64.135,209.319,112.95,426.787,False,m2,M2 Muscarinic,-1.429,87
54,5,-3.85,-2.724,-2.63,"{2, 71, 73, 77, 54}",0,0,0,12.643,122.944,330.233,651.826,1191.322,0.547,9.456,10.916,10.124,10.506,100.879,468.074,5,-13.62,-15.86,25.985,654.773,349.526,1703.295,21,1,0,524.465,2262.072,-2.724,-3.172,5.197,130.955,69.905,340.659,4.2,0.2,0,104.893,452.414,0,87.786,12.643,244.056,113.097,502.537,False,m2,M2 Muscarinic,-1.454,88
73,4,-2.9,-2.65,-2.41,"{73, 52, 54, 31}",0,0,0,69.176,168.209,349.93,499.368,846.836,0.59,6.483,10.543,8.881,9.618,113.097,438.442,4,-10.6,-13.54,0,578.895,175.173,1271.188,19,0,0,434.983,1785.437,-2.65,-3.385,0,144.724,43.793,317.797,4.75,0,0,108.746,446.359,0,120.77,12.643,284.308,113.097,468.074,False,m2,M2 Muscarinic,-1.459,89
33,4,-3.11,-2.728,-2.89,"{33, 18, 83, 50}",1,0,41.112,81.44,133.593,353.392,507.313,952.511,0.533,8.567,11.342,10.122,10.456,84.901,428.98,4,-10.91,-12.31,99.069,508.705,295.461,1232.375,18,3,0,397.671,1603.964,-2.728,-3.078,24.767,127.176,73.865,308.094,4.5,0.75,0,99.418,400.991,0,117.682,59.484,250.825,112.207,457.359,False,m2,M2 Muscarinic,-1.517,90
71,4,-2.63,-2.435,-2.43,"{74, 77, 54, 71}",0,0,0,61.503,159.009,410.766,513.76,948.037,0.542,7.859,11.812,10.059,10.506,108.393,502.537,4,-9.74,-12.05,0,516.706,170.759,1421.163,19,0,0,424.646,1911.596,-2.435,-3.013,0,129.177,42.69,355.291,4.75,0,0,106.161,477.899,0,116.825,0,311.854,112.618,502.537,False,m2,M2 Muscarinic,-1.542,91
37,3,-3.01,-2.79,-2.83,"{60, 37, 22}",0,0,0,85.221,175.54,358.218,369.746,684.864,0.54,7.98,9.862,8.921,9.862,112.679,439.418,3,-8.37,-9.03,86.373,387.249,262.248,815.933,11,2,0,317.272,1193.437,-2.79,-3.01,28.791,129.083,87.416,271.978,3.667,0.667,0,105.757,397.812,0,103.571,63.459,206.539,112.679,439.418,False,m2,M2 Muscarinic,-1.59,92
86,3,-2.58,-2.4,-2.16,"{56, 69, 86}",3,0,103.315,0,139.809,457.85,405.548,729.855,0.556,10.354,11.544,10.949,11.544,73.459,522.521,3,-7.2,-8.63,103.315,405.547,104.312,1094.582,13,3,0,293.51,1418.528,-2.4,-2.877,34.438,135.182,34.771,364.861,4.333,1,0,97.837,472.843,0,123.229,0,306.783,110.734,522.521,False,m2,M2 Muscarinic,-1.814,93
38,4,-2.87,-2.462,-2.67,"{81, 21, 38, 71}",2,0,6.189,82.493,0.181,36.982,141.579,878.763,0.161,5.437,11.559,8.737,9.214,79.525,195.783,4,-9.85,-13.11,83.322,141.58,254.594,578.412,19,7,0,303.443,1108.951,-2.462,-3.277,20.83,35.395,63.648,144.603,4.75,1.75,0,75.861,277.238,0.705,0.181,31.091,4.847,93.179,507.063,False,ar,Androgen,1.403,1
57,2,-2.82,-2.65,-2.48,"{57, 26}",5,0,0,64.105,2.847,18.045,20.935,480.569,0.044,8.582,8.582,8.582,8.582,48.532,239.115,2,-5.3,-5.64,0,22.534,144.099,32.914,4,5,0,159.637,557.149,-2.65,-2.82,0,11.267,72.049,16.457,2,2.5,0,79.819,278.575,0,2.847,64.105,14.869,111.105,318.034,True,ar,Androgen,1.227,2
21,3,-2.96,-2.833,-2.87,"{21, 13, 38}",2,0,8.29,31.091,2.778,4.847,137.347,635.478,0.216,5.437,10.297,7.867,10.297,76.972,182.295,3,-8.5,-8.79,14.479,137.347,142.968,377.373,11,4,0,266.94,835.79,-2.833,-2.93,4.826,45.782,47.656,125.791,3.667,1.333,0,88.98,278.597,0,0.181,29.384,4.847,110.443,457.712,False,ar,Androgen,1.097,3
26,2,-2.82,-2.65,-2.82,"{57, 26}",0,0,0,79.994,19.687,14.869,20.935,480.569,0.044,8.582,8.582,8.582,8.582,111.105,318.034,2,-5.3,-5.64,0,22.534,144.099,32.914,4,5,0,159.637,557.149,-2.65,-2.82,0,11.267,72.049,16.457,2,2.5,0,79.819,278.575,0,2.847,64.105,14.869,111.105,318.034,True,ar,Androgen,1.088,4
